Date,Population,T avg C,D.P avg C,humidity,Average wind speed(Kmh),Ppt avg (in),water consumption(m3)
11/11/year 4,4088,14.44444444,11.11111111,75,48.3928538,0,1639.763904
11/12/year 4,4088,15.55555556,11.66666667,78,48.360667,0.03,1633.101582
11/13/year 4,4088,17.77777778,12.77777778,72,48.4089472,0,1624.77368
11/14/year 4,3180,17.77777778,12.22222222,66,48.2238731,0,1604.786715
11/15/year 4,3180,17.77777778,10,63,48.2399665,0,1625.60647
11/16/year 4,4088,17.22222222,8.888888889,56.5,48.199733,0,1438.228675
11/17/year 4,4088,16.66666667,7.777777778,55.5,48.2399665,0,1459.881221
11/18/year 4,4088,16.66666667,7.777777778,55,48.3687137,0,1465.710752
11/19/year 4,4088,17.77777778,10,59,48.4572274,0,1450.720528
11/20/year 4,4088,17.22222222,10.55555556,66,48.441134,0,1446.556577
11/21/year 4,3180,16.66666667,9.444444444,58.5,48.3445736,0,1614.780198
11/22/year 4,3180,16.66666667,9.444444444,58,48.3365269,0,1612.281827
11/23/year 4,4088,15.55555556,9.444444444,59,48.4491807,0,1613.114617
11/24/year 4,4088,16.66666667,8.333333333,55,48.4330873,0,1633.934372
11/25/year 4,4088,14.44444444,8.333333333,62.5,48.360667,0,1618.111359
11/26/year 4,4088,15.55555556,8.888888889,57.5,48.2802,0,1638.098323
11/27/year 4,4088,15.55555556,7.222222222,55.5,48.2399665,0,1626.439261
11/28/year 4,3180,15.55555556,7.222222222,57,48.4250406,0,1609.783457
11/29/year 4,3180,14.44444444,7.777777778,58.5,48.5457411,0,1607.285086
11/30/year 4,4088,16.66666667,9.444444444,59.5,48.4974609,0,1612.281827
12/1/year 4,4088,17.22222222,8.333333333,54,48.3284802,0,1423.049181
12/2/year 4,4088,16.66666667,8.333333333,53.5,48.3928538,0,1431.566354
12/3/year 4,4088,15.55555556,6.666666667,53,48.360667,0,1438.228675
12/4/year 4,4088,15,8.333333333,64,48.2802,0,1417.40892
12/5/year 4,3180,15.55555556,8.888888889,61,48.3848071,0,1423.238452
12/6/year 4,3180,16.66666667,10,62,48.3526203,0,1614.780198
12/7/year 4,4088,15.55555556,10.55555556,66,48.4572274,0,1389.321178
12/8/year 4,4088,15.55555556,11.11111111,70,48.3284802,0,1642.262274
12/9/year 4,4088,15,11.11111111,72,48.3043401,0,1633.934372
12/10/year 4,4088,12.77777778,11.11111111,80,48.1916863,0.67,1626.439261
12/11/year 4,4088,12.22222222,6.666666667,69.5,48.2399665,0,1592.294862
12/12/year 4,3180,12.22222222,6.111111111,60,48.2882467,0,1608.117876
12/13/year 4,3180,11.11111111,6.666666667,64.5,48.3365269,0,1581.46859
12/14/year 4,4088,11.66666667,6.111111111,64,48.441134,0,1417.40892
12/15/year 4,4088,11.66666667,3.888888889,57.5,48.3526203,0,1432.399144
12/16/year 4,4088,11.66666667,5,58.5,48.2962934,0,1446.556577
12/17/year 4,4088,12.22222222,5,59.5,48.4009005,0,1414.07776
12/18/year 4,4088,11.11111111,6.111111111,64.5,48.1353594,0,1580.6358
12/19/year 4,3180,11.11111111,3.888888889,59.5,48.441134,0,1628.104841
12/20/year 4,3180,10.55555556,4.444444444,66,48.5296477,0,1621.442519
12/21/year 4,4088,10.55555556,4.444444444,61.5,48.4330873,0,1620.609729
12/22/year 4,4088,10.55555556,5,57.5,48.3767604,0,1638.931114
12/23/year 4,4088,10,3.888888889,59.5,48.6181614,0,1590.553574
12/24/year 4,4088,7.777777778,3.333333333,63,48.6423015,0,1598.124394
12/25/year 4,4088,8.333333333,3.333333333,64.5,48.6664416,0,1599.789974
12/26/year 4,3180,7.777777778,5,68,48.5779279,0,1616.445778
12/27/year 4,3180,12.22222222,6.111111111,61.5,48.5698812,0,1570.642317
12/28/year 4,4088,12.22222222,6.666666667,62.5,48.6503482,0,1622.199601
12/29/year 4,4088,13.33333333,6.666666667,60.5,48.4652741,0,1589.796492
12/30/year 4,4088,12.77777778,6.111111111,58,48.441134,0,1590.629282
12/31/year 4,4088,12.22222222,5,60.5,48.4169939,0,1427.402403
1/1/year 5,4370,12.22222222,5.555555556,57.5,48.5779279,0,1422.405662
1/2/year 5,3385,12.22222222,3.888888889,54.5,48.6342548,0,1424.071242
1/3/year 5,3385,12.22222222,5,57.5,48.441134,0,1412.412179
1/4/year 5,4370,11.66666667,10,68.5,48.4974609,0,1434.897515
1/5/year 5,4370,14.44444444,8.888888889,73,48.4894142,0,1447.389368
1/6/year 5,4370,12.22222222,8.333333333,69,48.5296477,0,1435.730305
1/7/year 5,4370,13.33333333,7.222222222,62.5,48.5055076,0,1528.170017
1/8/year 5,4370,13.33333333,7.777777778,61,48.5618345,0,1542.554575
1/9/year 5,3385,12.22222222,6.111111111,59.5,48.3284802,0,1553.153723
1/10/year 5,3385,13.33333333,6.111111111,62.5,48.4089472,0,1593.960443
1/11/year 5,4370,12.77777778,6.666666667,62,48.4169939,0,1598.957184
1/12/year 5,4370,8.888888889,8.333333333,87.5,48.3767604,1.69,1618.944149
1/13/year 5,4370,11.11111111,8.333333333,74.5,48.4330873,0,1599.184309
1/14/year 5,4370,11.66666667,7.777777778,73,48.3445736,0,1593.127653
1/15/year 5,4370,12.77777778,7.222222222,69,48.3526203,0,1578.137429
1/16/year 5,3385,11.11111111,6.111111111,65.5,48.1836396,0,1599.789974
1/17/year 5,3385,8.888888889,7.777777778,88,48.3284802,0,1613.114617
1/18/year 5,4370,11.11111111,7.777777778,72,48.3204335,0,1407.415438
1/19/year 5,4370,12.22222222,6.666666667,67.5,48.3687137,0,1401.585907
1/20/year 5,4370,9.444444444,5.555555556,72,48.441134,0,1404.084277
1/21/year 5,4370,6.666666667,6.666666667,84,48.5055076,0,1406.582648
1/22/year 5,4370,10,5.555555556,76.5,48.5055076,0,1409.913809
1/23/year 5,3385,6.666666667,5,83.5,48.602068,0,1410.746599
1/24/year 5,3385,8.888888889,5.555555556,80,48.4974609,0,1552.320933
1/25/year 5,4370,9.444444444,5.555555556,70.5,48.4009005,0,1617.278568
1/26/year 5,4370,10,6.666666667,62.5,48.3365269,0,1638.703989
1/27/year 5,4370,13.88888889,6.666666667,55,48.2560599,0,2475.431015
1/28/year 5,4370,11.11111111,7.222222222,61.5,48.3365269,0,1628.937631
1/29/year 5,4370,11.11111111,10,83.5,48.4250406,0.55,1600.622764
1/30/year 5,3385,11.11111111,9.444444444,80.5,48.441134,0,1594.074005
1/31/year 5,3385,12.22222222,7.777777778,71.5,48.3445736,0,1585.632541
2/1/year 5,4370,12.22222222,5.555555556,60,48.4250406,0,1568.143947
2/2/year 5,4370,12.22222222,5.555555556,55.5,48.4169939,0,1622.27531
2/3/year 5,4370,12.22222222,4.444444444,54.5,48.4169939,0,1437.395885
2/4/year 5,4370,12.22222222,5.555555556,58.5,48.3928538,0,1452.007568
2/5/year 5,4370,13.33333333,6.111111111,54,48.3445736,0,1416.57613
2/6/year 5,3385,12.22222222,7.222222222,59,48.1755929,0,1419.074501
2/7/year 5,3385,15.55555556,7.777777778,54,48.3848071,0,1563.942142
2/8/year 5,4370,13.33333333,8.333333333,57.5,48.4250406,0,1569.809527
2/9/year 5,4370,17.77777778,7.222222222,60.5,48.2962934,0,1591.462072
2/10/year 5,4370,12.22222222,7.777777778,63.5,48.1031726,0,1612.281827
2/11/year 5,4370,7.777777778,5,77,48.1675462,2.09,1399.087536
2/12/year 5,4370,10,5,64.5,48.3204335,0,1462.379591
2/13/year 5,3385,12.77777778,5.555555556,58.5,48.360667,0,1404.084277
2/14/year 5,3385,12.77777778,5.555555556,61.5,48.4974609,0,1434.064724
2/15/year 5,4370,12.77777778,5.555555556,57.5,48.5457411,0,1439.061466
2/16/year 5,4370,13.88888889,5.555555556,55,48.5296477,0,1404.084277
2/17/year 5,4370,15.55555556,5.555555556,51,48.5859746,0,1413.169261
2/18/year 5,4370,16.66666667,6.111111111,51,48.5296477,0,1588.812285
2/19/year 5,4370,12.22222222,10.55555556,78.5,48.4894142,0.87,1567.311156
2/20/year 5,3385,15.55555556,11.11111111,65,48.3687137,0,1589.493659
2/21/year 5,3385,18.88888889,8.333333333,55.5,48.3043401,0,1585.632541
2/22/year 5,4370,16.66666667,6.111111111,51.5,48.2721533,0,1657.252498
2/23/year 5,4370,19.44444444,5,42.5,48.1514528,0,1651.422967
2/24/year 5,4370,17.77777778,6.666666667,45.5,48.1514528,0,1659.750869
2/25/year 5,4370,18.88888889,9.444444444,51.5,48.3284802,0,1404.917067
2/26/year 5,4370,18.88888889,10,52.5,48.521601,0,1400.904533
2/27/year 5,3385,18.88888889,10,55,48.4330873,0,1288.175023
2/28/year 5,3385,19.44444444,9.444444444,51.5,48.360667,0,1434.064724
2/29/year 5,4370,18.88888889,11.11111111,55,48.4652741,0,1434.897515
3/1/year 5,4370,18.88888889,11.11111111,56.5,48.4169939,0,1542.32745
3/2/year 5,4370,19.44444444,10,54,48.3284802,0,1563.979996
3/3/year 5,4370,21.11111111,12.22222222,51.5,48.3365269,0,1580.6358
3/4/year 5,4370,20.55555556,11.66666667,54.5,48.2077797,0,1583.96696
3/5/year 5,3385,16.66666667,11.66666667,64.5,48.2802,0,1558.150464
3/6/year 5,3385,16.66666667,12.22222222,75,48.4089472,0.2,1573.973478
3/7/year 5,4370,17.77777778,11.11111111,61,48.2802,0,1565.645576
3/8/year 5,4370,18.88888889,11.11111111,54.5,48.1916863,0,1622.578142
3/9/year 5,4370,21.11111111,11.66666667,51.5,48.1031726,0,1636.432743
3/10/year 5,4370,21.11111111,11.66666667,50.5,48.1594995,0,1599.789974
3/11/year 5,4370,17.77777778,13.88888889,75,48.1836396,1.34,1619.776939
3/12/year 5,3385,13.88888889,13.33333333,95.5,48.0951259,1.73,1604.786715
3/13/year 5,3385,13.33333333,12.22222222,90.5,48.199733,0.47,1610.616247
3/14/year 5,4370,15.55555556,12.22222222,75.5,48.2721533,0,1449.054948
3/15/year 5,4370,15.55555556,10.55555556,65.5,48.4491807,0,1461.546801
3/16/year 5,4370,16.11111111,11.66666667,64,48.2641066,0.16,1459.881221
3/17/year 5,4370,13.33333333,12.77777778,90,48.1755929,0.59,1465.710752
3/18/year 5,4370,17.77777778,13.33333333,73.5,48.0629391,0,1455.71727
3/19/year 5,3385,19.44444444,14.44444444,66.5,48.1031726,0,1630.603212
3/20/year 5,3385,16.66666667,11.11111111,62.5,48.2480132,0.16,1618.224921
3/21/year 5,4370,16.66666667,7.777777778,53.5,48.3043401,0,1612.281827
3/22/year 5,4370,18.88888889,7.777777778,45.5,48.0468457,0,1610.616247
3/23/year 5,4370,20,8.888888889,49,48.0227056,0,1460.184053
3/24/year 5,4370,18.88888889,11.11111111,56,48.3043401,0,1466.770667
3/25/year 5,4370,17.77777778,12.22222222,65,48.4572274,0.08,1469.647578
3/26/year 5,3385,20,13.33333333,61.5,48.3445736,0,1482.480118
3/27/year 5,3385,21.11111111,11.66666667,52.5,48.1916863,0,1489.823814
3/28/year 5,4370,21.66666667,12.22222222,54.5,48.2158264,0,1479.035395
3/29/year 5,4370,22.22222222,12.22222222,54,48.1434061,0,1476.537025
3/30/year 5,4370,23.33333333,12.22222222,50.5,48.1273127,0,1269.512952
3/31/year 5,4370,22.22222222,14.44444444,56,48.1755929,0,1287.607212
4/1/year 5,4370,21.11111111,13.88888889,58.5,48.0227056,0,1284.048926
4/2/year 5,3385,22.22222222,15,61.5,48.0790325,0,1296.162238
4/3/year 5,3385,21.11111111,15,63.5,48.0548924,0,1286.320172
4/4/year 5,4370,22.22222222,14.44444444,57,47.9905188,0,1283.367552
4/5/year 5,4370,23.33333333,12.22222222,49,47.9985655,0,1464.461567
4/6/year 5,4370,20.55555556,12.22222222,54,48.0548924,0,1481.117371
4/7/year 5,4370,22.22222222,11.66666667,52.5,48.0548924,0,1469.874703
4/8/year 5,4370,22.22222222,11.66666667,50,48.1112193,0,1661.416449
4/9/year 5,3385,22.22222222,13.33333333,58.5,48.2560599,0,1668.078771
4/10/year 5,3385,22.77777778,12.77777778,52,48.1675462,0,1658.918078
4/11/year 5,4370,22.22222222,14.44444444,61.5,48.199733,0.04,1648.924596
4/12/year 5,4370,22.77777778,12.22222222,50,47.9985655,0,1672.242722
4/13/year 5,4370,24.44444444,12.22222222,43,47.797398,0,1594.868941
4/14/year 5,4370,25.55555556,12.77777778,46.5,47.797398,0,1424.828324
4/15/year 5,4370,26.66666667,12.22222222,39.5,47.8456782,0,1419.074501
4/16/year 5,3385,26.66666667,14.44444444,46,47.7893513,0,1405.749858
4/17/year 5,3385,23.88888889,16.11111111,62.5,47.8215381,0,1418.241711
4/18/year 5,4370,24.44444444,14.44444444,53.5,47.9261452,0,1421.572871
4/19/year 5,4370,24.44444444,13.88888889,49,48.0629391,0,1608.117876
4/20/year 5,4370,24.44444444,12.77777778,48.5,48.0307523,0,1652.710006
4/21/year 5,4370,25.55555556,13.88888889,43,47.8537249,0,1653.088547
4/22/year 5,4370,23.33333333,11.66666667,46,47.7893513,0,1638.098323
4/23/year 5,3385,23.33333333,9.444444444,43.5,47.7893513,0,1464.045172
4/24/year 5,3385,23.33333333,8.333333333,39.5,47.8134914,0,1489.861668
4/25/year 5,4370,24.44444444,9.444444444,41.5,47.9020051,0,1474.871444
4/26/year 5,4370,27.77777778,10.55555556,38.5,48.0227056,0,1477.369815
4/27/year 5,4370,27.77777778,10,35.5,47.9905188,0,1461.546801
4/28/year 5,4370,26.66666667,9.444444444,37,47.8939584,0,1454.884479
4/29/year 5,4370,28.33333333,10.55555556,30.5,47.8617716,0,1252.516461
4/30/year 5,3385,29.44444444,11.66666667,37.5,47.7571645,0,1263.342733
5/1/year 5,3385,30,11.66666667,31.5,47.6606041,0,1265.008314
5/2/year 5,4370,31.11111111,13.33333333,33,47.636464,0,1265.841104
5/3/year 5,4370,28.88888889,12.22222222,34,47.7571645,0,1272.503426
5/4/year 5,4370,25,13.88888889,44,47.8295848,0,1276.667377
5/5/year 5,4370,26.66666667,14.44444444,44.5,47.9422386,0,1472.373074
5/6/year 5,4370,27.22222222,14.44444444,40.5,47.9100518,0,1477.369815
5/7/year 5,3385,30,15.55555556,40,47.7330244,0,1480.700976
5/8/year 5,3385,31.11111111,16.66666667,37.5,47.7732579,0,1528.170017
5/9/year 5,4370,32.22222222,16.66666667,37.5,47.797398,0,1542.554575
5/10/year 5,4370,32.22222222,15.55555556,42.5,47.9422386,0,1553.153723
5/11/year 5,4370,28.88888889,17.77777778,49.5,47.8698183,0,1593.960443
5/12/year 5,4370,30,17.22222222,45,47.6686508,0,1598.957184
5/13/year 5,4370,28.88888889,16.11111111,51,47.7410711,0.04,1618.944149
5/14/year 5,3385,28.88888889,15,42,47.8617716,0.04,1599.184309
5/15/year 5,3385,29.44444444,13.88888889,36.5,47.8376315,0,1593.127653
5/16/year 5,4370,31.11111111,12.77777778,32,47.6686508,0,1578.137429
5/17/year 5,4370,31.11111111,13.33333333,30,47.5962305,0,1599.789974
5/18/year 5,4370,32.77777778,13.33333333,32,47.4513899,0,1613.114617
5/19/year 5,4370,33.33333333,13.88888889,32,47.5077168,0,1407.415438
5/20/year 5,4370,33.33333333,16.11111111,34.5,47.4352965,0,1401.585907
5/21/year 5,3385,34.44444444,16.66666667,34.5,47.3548295,0,1404.084277
5/22/year 5,3385,34.44444444,18.33333333,34,47.3870163,0,1406.582648
5/23/year 5,4370,30.55555556,17.77777778,51,47.555997,3.9,1470.177536
5/24/year 5,4370,26.66666667,17.22222222,54.5,47.6606041,0,1470.934618
5/25/year 5,4370,27.77777778,15,43.5,47.5157635,0,1483.805012
5/26/year 5,4370,31.11111111,16.11111111,41,47.5399036,0,1473.432988
5/27/year 5,4370,32.22222222,14.44444444,36.5,47.1053818,0,1475.66638
5/28/year 5,3385,33.88888889,13.33333333,24.5,47.6203706,0,1474.871444
5/29/year 5,3385,29.44444444,14.44444444,37.5,47.6445107,0.2,1476.537025
5/30/year 5,4370,27.77777778,15.55555556,45.5,47.6766975,0,1489.369565
5/31/year 5,4370,31.11111111,14.44444444,33,47.6606041,0,1480.814538
6/1/year 5,4370,31.66666667,17.22222222,47,47.7813046,0.08,1465.59719
6/2/year 5,4370,30.55555556,17.22222222,43,47.797398,0,1472.713761
6/3/year 5,4370,32.22222222,16.11111111,34.5,47.7652112,0,1488.688191
6/4/year 5,3385,33.33333333,17.77777778,35.5,47.6686508,0,1481.874453
6/5/year 5,3385,33.88888889,16.11111111,29.5,47.6606041,0,1475.287839
6/6/year 5,4370,33.33333333,17.22222222,38.5,47.636464,0,1474.0008
6/7/year 5,4370,34.44444444,17.77777778,35,47.6766975,0,1493.192829
6/8/year 5,4370,32.77777778,17.22222222,43.5,47.5801371,0.04,1525.671646
6/9/year 5,4370,32.22222222,17.22222222,42,47.4996701,0,1514.012584
6/10/year 5,4370,32.22222222,18.88888889,41,47.5157635,0,1509.015842
6/11/year 5,3385,31.11111111,17.22222222,39,47.5479503,0,1514.012584
6/12/year 5,3385,33.33333333,18.88888889,41.5,47.4835767,0.08,1548.989772
6/13/year 5,2072,32.77777778,19.44444444,45,47.4674833,0,1533.999548
6/14/year 5,2072,34.44444444,19.44444444,38,47.3306894,0,1536.497919
6/15/year 5,2072,32.22222222,22.22222222,54,47.2985026,0.55,1513.179793
6/16/year 5,2072,27.77777778,20.55555556,56,47.5077168,0.08,1503.186311
6/17/year 5,2072,31.11111111,21.11111111,48,47.5720904,0,1520.674905
6/18/year 5,1737,33.33333333,21.66666667,49.5,47.6042772,0,1533.772424
6/19/year 5,1737,33.88888889,21.66666667,45.5,47.636464,0,1536.497919
6/20/year 5,2072,33.88888889,22.22222222,47.5,47.5238102,0,1544.825821
6/21/year 5,2072,28.88888889,22.77777778,61,47.5479503,0,1534.832339
6/22/year 5,2072,28.88888889,22.22222222,63,47.6445107,0.12,1519.009325
6/23/year 5,2072,31.11111111,20.55555556,51.5,47.5962305,0,1256.680412
6/24/year 5,2072,32.77777778,21.11111111,51.5,47.4996701,0,1241.690188
6/25/year 5,1737,33.88888889,21.11111111,48.5,47.5801371,0,1235.027867
6/26/year 5,1737,32.77777778,21.66666667,46,47.6042772,0,1265.916812
6/27/year 5,2072,34.44444444,23.88888889,56.5,47.5318569,0,1264.175524
6/28/year 5,2072,33.33333333,22.22222222,54.5,47.6927909,0,1278.332957
6/29/year 5,2072,33.33333333,21.66666667,48.5,47.6525574,0,1269.172265
6/30/year 5,2072,34.44444444,22.22222222,45.5,47.4513899,0,1287.493649
7/1/year 5,2072,33.33333333,23.33333333,62.5,47.3387361,0,1257.513202
7/2/year 5,1737,28.88888889,22.77777778,64.5,47.3628762,0,1122.60119
7/3/year 5,1737,29.44444444,23.88888889,76,47.5318569,1.85,1119.194321
7/4/year 5,2072,30,23.33333333,59.5,47.4031097,0,1130.096301
7/5/year 5,2072,31.11111111,23.88888889,63.5,47.3065493,0,1167.57186
7/6/year 5,2072,30,22.22222222,69,47.4111564,0.04,1085.125631
7/7/year 5,2072,31.66666667,23.33333333,59,47.3870163,0,1069.302617
7/8/year 5,2072,31.11111111,23.33333333,61,47.4272498,0.31,983.5252262
7/9/year 5,1737,28.88888889,21.66666667,59,47.4433432,0,1697.226428
7/10/year 5,1737,31.11111111,22.22222222,53.5,47.3789696,0,1750.525
7/11/year 5,2072,32.22222222,23.33333333,50.5,47.395063,0,1700.557588
7/12/year 5,2072,30.55555556,25.55555556,63.5,47.5157635,0,1738.033147
7/13/year 5,2072,31.66666667,23.88888889,60.5,47.5077168,0,1728.872455
7/14/year 5,2072,28.88888889,25,78,47.4835767,0.26,1660.583659
7/15/year 5,2072,28.88888889,25,77.5,47.4272498,0.04,1666.41319
7/16/year 5,1737,27.22222222,23.88888889,75.5,47.47553,0.08,1665.5804
7/17/year 5,1737,27.77777778,23.33333333,74,47.6042772,0.51,1642.262274
7/18/year 5,2072,26.66666667,23.33333333,76,47.6123239,0.87,1634.388622
7/19/year 5,2072,28.88888889,22.77777778,61,47.4433432,0,1826.308909
7/20/year 5,2072,31.11111111,22.77777778,58,47.4996701,0,1826.308909
7/21/year 5,2072,32.22222222,25,62,47.4835767,0,1795.495671
7/22/year 5,2072,27.22222222,22.77777778,71.5,47.5077168,0.87,1787.167769
7/23/year 5,1737,31.11111111,23.88888889,64,47.5962305,0.08,1827.974489
7/24/year 5,1737,30,24.44444444,64,47.6927909,0,1595.701731
7/25/year 5,2072,28.88888889,24.44444444,72,47.6766975,0.04,1613.114617
7/26/year 5,2072,30.55555556,23.88888889,60,47.6686508,0,1622.27531
7/27/year 5,2072,24.44444444,23.88888889,87,47.7813046,1.14,1618.944149
7/28/year 5,2072,27.77777778,23.33333333,70.5,47.7249777,0,1628.104841
7/29/year 5,2072,30,24.44444444,66.5,47.5157635,0,1621.442519
7/30/year 5,1737,26.11111111,22.77777778,81,47.4352965,0,1605.619506
7/31/year 5,1737,29.44444444,23.33333333,68.5,47.6123239,0,1618.944149
8/1/year 5,2072,30,24.44444444,65,47.4674833,0,1635.599953
8/2/year 5,2072,26.66666667,22.77777778,76,47.5640437,0,1626.439261
8/3/year 5,2072,30,22.77777778,63.5,47.5962305,0,1616.445778
8/4/year 5,2072,31.66666667,22.77777778,56,47.555997,0,1641.429484
8/5/year 5,2072,32.77777778,24.44444444,57,47.5720904,0,1633.101582
8/6/year 5,1737,32.22222222,23.88888889,56,47.4996701,0,1632.268792
8/7/year 5,1737,27.22222222,23.33333333,79.5,47.636464,0.16,1660.583659
8/8/year 5,2072,29.44444444,23.88888889,70.5,47.5962305,0,1666.167139
8/9/year 5,2072,25.55555556,24.44444444,84.5,47.5720904,1.81,1622.578142
8/10/year 5,2072,26.66666667,23.88888889,81.5,47.47553,0.08,1636.432743
8/11/year 5,2072,28.88888889,23.88888889,71.5,47.6445107,0,1599.789974
8/12/year 5,2072,28.88888889,23.33333333,69,47.6766975,0,1619.776939
8/13/year 5,1737,30.55555556,23.88888889,66.5,47.5881838,0,1604.786715
8/14/year 5,1737,29.44444444,23.33333333,62.5,47.5720904,0,1610.616247
8/15/year 5,2072,28.88888889,20.55555556,58,47.5077168,0,1449.054948
8/16/year 5,2072,30,21.66666667,58,47.4352965,0,1461.546801
8/17/year 5,2072,28.88888889,21.66666667,69,47.5318569,0.04,1459.881221
8/18/year 5,2072,28.33333333,20,56.5,47.6123239,0,1465.710752
8/19/year 5,2072,30,22.22222222,57,47.5238102,0,1455.71727
8/20/year 5,1737,31.11111111,22.77777778,56.5,47.6284173,0,1630.603212
8/21/year 5,1737,31.11111111,22.77777778,62.5,47.6445107,0,1618.224921
8/22/year 5,2072,28.88888889,20,48.5,47.7008376,0,1612.281827
8/23/year 5,2072,31.11111111,22.22222222,56.5,47.7088843,0,1610.616247
8/24/year 5,2072,31.11111111,23.33333333,60.5,47.7008376,0,1572.307898
8/25/year 5,2072,28.88888889,21.66666667,59,47.8537249,0,1589.796492
8/26/year 5,2072,30,22.77777778,62,47.8215381,0,1566.478366
8/27/year 5,1737,26.66666667,21.66666667,77,47.9905188,0.31,1418.241711
8/28/year 5,1737,25.55555556,21.11111111,68,47.9824721,0.04,1413.244969
8/29/year 5,2072,28.88888889,21.11111111,61,47.7249777,0,1428.57588
8/30/year 5,2072,26.66666667,20.55555556,70,47.6686508,0,1429.900773
8/31/year 5,2072,30,18.33333333,56,47.6847442,0,1452.386109
9/1/year 5,2072,28.33333333,21.11111111,62.5,47.7491178,3.9,1601.455555
9/2/year 5,2072,27.22222222,19.44444444,59,47.6203706,0,1603.953925
9/3/year 5,1737,27.77777778,18.88888889,54,47.4916234,0,1629.770421
9/4/year 5,1737,28.88888889,21.11111111,56.5,47.6686508,0,1627.272051
9/5/year 5,4370,30,21.66666667,57,47.6606041,0,1629.770421
9/6/year 5,4370,30,21.66666667,60.5,47.7571645,0,1650.590176
9/7/year 5,4370,30,22.22222222,59,47.6847442,0,1643.927855
9/8/year 5,4370,31.11111111,22.77777778,59,47.7652112,0,1661.416449
9/9/year 5,4370,31.11111111,23.33333333,62.5,47.8134914,0,1668.078771
9/10/year 5,3385,30.55555556,22.77777778,58.5,47.7249777,0,1658.918078
9/11/year 5,3385,30,22.77777778,62.5,47.7008376,0.55,1648.924596
9/12/year 5,4370,27.22222222,20.55555556,60,47.8215381,0,1672.242722
9/13/year 5,4370,29.44444444,20.55555556,60.5,47.9422386,0.35,1594.868941
9/14/year 5,4370,28.33333333,18.88888889,53.5,47.958332,0,1424.828324
9/15/year 5,4370,28.33333333,19.44444444,55,47.8456782,0,1419.074501
9/16/year 5,4370,29.44444444,20,55,47.8698183,0,1405.749858
9/17/year 5,3385,28.88888889,22.22222222,59.5,47.7732579,0,1418.241711
9/18/year 5,3385,30,22.22222222,56,47.8456782,0,1421.572871
9/19/year 5,4370,30,21.11111111,54,47.7813046,0,1608.117876
9/20/year 5,4370,30.55555556,21.11111111,53.5,47.7088843,0,1652.710006
9/21/year 5,4370,28.88888889,20.55555556,69.5,47.8376315,0,1653.088547
9/22/year 5,4370,28.88888889,18.88888889,51.5,47.958332,0,1638.098323
9/23/year 5,4370,28.88888889,21.66666667,65.5,47.8537249,0,1595.701731
9/24/year 5,3385,27.77777778,22.22222222,61.5,47.8054447,0,1613.114617
9/25/year 5,3385,27.77777778,20.55555556,62.5,47.8456782,0,1622.27531
9/26/year 5,4370,28.88888889,20,59,47.8537249,0,1618.944149
9/27/year 5,4370,28.88888889,22.22222222,62,47.877865,0,1628.104841
9/28/year 5,4370,30,22.77777778,72.5,47.8456782,0,1621.442519
9/29/year 5,4370,30,22.22222222,63,47.8537249,0,1605.619506
9/30/year 5,4370,30,21.66666667,61.5,47.8456782,0,1618.944149
10/1/year 5,3385,30,22.22222222,63,47.9502853,0,1635.599953
10/2/year 5,3385,30,21.11111111,54.5,48.0066122,0,1626.439261
10/3/year 5,4370,30,20.55555556,65,47.9261452,0,1616.445778
10/4/year 5,4370,28.88888889,20,54,47.797398,0,1641.429484
10/5/year 5,4370,24.44444444,18.33333333,59,47.9100518,0.2,1633.101582
10/6/year 5,4370,25.55555556,17.22222222,65,47.9422386,0,1632.268792
10/7/year 5,4370,26.11111111,16.11111111,53,47.958332,0,1660.583659
10/8/year 5,3385,26.66666667,16.66666667,51.5,47.9502853,0,1666.167139
10/9/year 5,3385,26.66666667,15,49.5,47.8859117,0,1622.578142
10/10/year 5,4370,26.11111111,12.22222222,42,47.9020051,0,1636.432743
10/11/year 5,4370,26.11111111,13.88888889,45.5,47.9020051,0,1599.789974
10/12/year 5,4370,25.55555556,15,48,47.8456782,0,1619.776939
10/13/year 5,4370,26.66666667,13.33333333,44,48.0227056,0,1604.786715
10/14/year 5,4370,25.55555556,13.33333333,44.5,48.0227056,0,1610.616247
10/15/year 5,3385,24.44444444,12.22222222,44.5,48.0468457,0,1449.054948
10/16/year 5,3385,25.55555556,12.22222222,46.5,48.0951259,0,1461.546801
10/17/year 5,4370,25,12.22222222,46.5,48.0709858,0,1459.881221
10/18/year 5,4370,25.55555556,13.33333333,46.5,47.9744254,0,1465.710752
10/19/year 5,4370,25,13.88888889,50.5,47.9422386,0,1455.71727
10/20/year 5,4370,24.44444444,13.88888889,51.5,47.9020051,0,1630.603212
10/21/year 5,4370,25.55555556,13.33333333,47.5,48.0066122,0,1618.224921
10/22/year 5,3385,23.33333333,12.77777778,48,48.0468457,0,1612.281827
10/23/year 5,3385,23.33333333,12.77777778,46.5,48.0548924,0,1610.616247
10/24/year 5,4370,22.22222222,10.55555556,47.5,47.958332,0,1609.783457
10/25/year 5,4370,22.22222222,10,41,48.0066122,0,1620.609729
10/26/year 5,4370,23.33333333,11.66666667,45,48.1916863,0,1615.612988
10/27/year 5,4370,22.77777778,10.55555556,45.5,48.9480761,0,1443.225417
10/28/year 5,4370,21.11111111,9.444444444,44.5,48.1353594,0,1446.556577
