Date,Population,T avg C,D.P avg C,humidity,Average wind speed(Kmh),Ppt avg (in),water consumption(m3)
12/3/year 2,4022,14.44444444,7.222222222,57,48.4894142,0,1471.540283
12/4/year 2,4022,14.44444444,6.666666667,55,48.521601,0,1480.700976
12/5/year 2,4022,14.44444444,6.111111111,55.5,48.4491807,0,1488.196087
12/6/year 2,4022,15.55555556,7.777777778,55,48.2560599,0,1500.68794
12/7/year 2,3129,15,8.888888889,60.5,48.3043401,0,1469.041913
12/8/year 2,3129,15.55555556,8.888888889,61,48.360667,0,1199.217888
12/9/year 2,4022,15,7.222222222,60,48.2560599,0,1209.21137
12/10/year 2,4022,15,7.222222222,55,48.3043401,0,1217.539272
12/11/year 2,4022,12.77777778,7.777777778,68.5,48.4009005,0.16,1295.821551
12/12/year 2,4022,12.22222222,5,64,48.3526203,0,1315.808516
12/13/year 2,4022,13.88888889,2.777777778,50.5,48.199733,0,1309.978985
12/14/year 2,3129,15,4.444444444,55,48.1514528,0,1318.306887
12/15/year 2,3129,15,7.777777778,63,48.3687137,0,1329.965949
12/16/year 2,4022,14.44444444,8.333333333,60.5,48.3848071,0,1623.94089
12/17/year 2,4022,13.88888889,8.333333333,68,48.2962934,0,1491.527248
12/18/year 2,4022,13.33333333,7.777777778,65.5,48.2399665,0,1513.255502
12/19/year 2,4022,12.77777778,5,55.5,48.3365269,0,1492.360038
12/20/year 2,4022,12.22222222,2.777777778,54.5,48.4169939,0,1487.363297
12/21/year 2,3129,10.55555556,3.333333333,51.5,48.4250406,0,1508.183052
12/22/year 2,3129,11.11111111,5.555555556,64,48.6101147,0,1312.477355
12/23/year 2,4022,11.11111111,3.333333333,57.5,48.6101147,0,1101.781435
12/24/year 2,4022,11.11111111,4.444444444,59.5,48.7066751,0,1094.286323
12/25/year 2,4022,9.444444444,1.666666667,58.5,48.6262081,0,992.6859184
12/26/year 2,4022,11.11111111,2.222222222,56,48.5457411,0,1110.715002
12/27/year 2,4022,9.444444444,1.666666667,54.5,48.521601,0,1008.508932
12/28/year 2,3129,10,1.111111111,49,48.5779279,0,1119.799986
12/29/year 2,3129,8.888888889,1.111111111,62.5,48.5135543,0,1468.209123
12/30/year 2,4022,8.888888889,-0.555555556,59,48.4572274,0,1450.720528
12/31/year 2,4022,6.111111111,0.555555556,65.5,48.6101147,0,1443.225417
1/1/year 3,4082,7.777777778,-0.555555556,52,48.7469086,0,1446.556577
1/2/year 3,4082,9.444444444,-1.111111111,49.5,48.6342548,0,1468.057706
1/3/year 3,4082,10,-0.555555556,52.5,48.4652741,0,1465.710752
1/4/year 3,3174,10.55555556,1.111111111,53,48.4250406,0,1480.700976
1/5/year 3,3174,11.11111111,1.111111111,52,48.3526203,0,1479.035395
1/6/year 3,4082,10.55555556,0.555555556,55,48.4250406,0,1449.887738
1/7/year 3,4082,8.888888889,-0.555555556,47,48.4974609,0,1276.667377
1/8/year 3,4082,6.666666667,3.333333333,64.5,48.5457411,0.31,1162.196578
1/9/year 3,4082,8.333333333,3.888888889,73.5,48.4974609,0,1254.182041
1/10/year 3,4082,8.888888889,3.888888889,66,48.7227685,0,1283.178282
1/11/year 3,3174,9.444444444,1.666666667,54.5,48.5859746,0,1286.660859
1/12/year 3,3174,9.444444444,2.222222222,57.5,48.6423015,0,1260.844363
1/13/year 3,4082,10,3.333333333,58.5,48.5698812,0,1277.500167
1/14/year 3,4082,12.22222222,3.333333333,59.5,48.4652741,0,1435.730305
1/15/year 3,4082,13.88888889,3.888888889,51,48.4974609,0,1459.04843
1/16/year 3,4082,11.66666667,3.888888889,58.5,48.5698812,0,1468.209123
1/17/year 3,4082,11.11111111,5,61.5,48.5296477,0,1457.38285
1/18/year 3,3174,11.66666667,6.111111111,66,48.5859746,0,1555.424969
1/19/year 3,3174,12.22222222,6.666666667,48.5,48.8595624,0,1457.38285
1/20/year 3,4082,11.11111111,5,61.5,48.6342548,0,1454.884479
1/21/year 3,4082,10.55555556,5.555555556,62.5,48.6423015,0,1460.714011
1/22/year 3,4082,12.22222222,7.777777778,71,48.521601,0.04,1246.686929
1/23/year 3,4082,14.44444444,8.333333333,67,48.2641066,0,1255.014831
1/24/year 3,4082,13.33333333,6.111111111,58,48.5135543,0,1268.793724
1/25/year 3,3174,15,5.555555556,52.5,48.5296477,0,1104.658346
1/26/year 3,3174,13.88888889,3.888888889,49,48.4974609,0,1378.040656
1/27/year 3,4082,13.88888889,3.888888889,52,48.5859746,0,1289.99202
1/28/year 3,4082,14.44444444,1.666666667,43,48.4009005,0,1450.720528
1/29/year 3,4082,14.44444444,2.777777778,44.5,48.4652741,0,1455.71727
1/30/year 3,4082,14.44444444,4.444444444,47.5,48.5698812,0,1440.727046
1/31/year 3,4082,14.44444444,4.444444444,48,48.5135543,0,1433.231934
2/1/year 3,3174,15.55555556,6.666666667,51.5,48.5135543,0,1588.130911
2/2/year 3,3174,16.66666667,10,62,48.441134,0.08,1594.074005
2/3/year 3,4082,11.11111111,10,88,48.3284802,0.79,1602.288345
2/4/year 3,4082,11.66666667,8.333333333,72.5,48.2802,0,1620.761146
2/5/year 3,4082,13.33333333,7.222222222,70,48.2158264,0,1591.237491
2/6/year 3,4082,8.888888889,7.222222222,81,48.1514528,0.51,1615.53728
2/7/year 3,4082,11.11111111,7.777777778,71.5,48.0951259,0,1619.776939
2/8/year 3,3174,11.11111111,6.111111111,67,48.199733,0,1603.121135
2/9/year 3,3174,12.22222222,3.888888889,55.5,48.1273127,0,1632.268792
2/10/year 3,4082,10.55555556,4.444444444,63,48.1755929,0,1638.931114
2/11/year 3,4082,12.22222222,3.888888889,55,48.2721533,0,1558.680422
2/12/year 3,4082,11.11111111,2.777777778,54,48.2962934,0,1497.35678
2/13/year 3,4082,13.33333333,3.333333333,51.5,48.2238731,0,1492.618803
2/14/year 3,4082,11.11111111,6.111111111,58.5,48.1916863,0,1349.12014
2/15/year 3,3174,12.22222222,6.666666667,65.5,48.1916863,0,1153.414427
2/16/year 3,3174,12.22222222,5.555555556,59.5,48.4330873,0,1110.942127
2/17/year 3,4082,12.22222222,4.444444444,54,48.4974609,0,1103.447015
2/18/year 3,4082,13.33333333,5.555555556,42.5,48.4330873,0,1288.175023
2/19/year 3,4082,12.77777778,7.222222222,55,48.4250406,0,1300.818292
2/20/year 3,4082,14.44444444,5.555555556,48.5,48.360667,0,1293.323181
2/21/year 3,4082,13.33333333,6.111111111,55,48.360667,0,1458.21564
2/22/year 3,3174,11.66666667,8.333333333,80,48.4652741,0,1479.035395
2/23/year 3,3174,14.44444444,7.222222222,63,48.602068,0,1499.02236
2/24/year 3,4082,15.55555556,6.666666667,54,48.5135543,0,1489.861668
2/25/year 3,4082,16.66666667,6.111111111,49.5,48.4169939,0,1469.041913
2/26/year 3,4082,15.55555556,7.222222222,56,48.3848071,0,1484.032136
2/27/year 3,4082,15.55555556,7.777777778,63,48.3687137,0.35,1429.900773
2/28/year 3,4082,13.33333333,7.777777778,67,48.3687137,0,1465.710752
3/1/year 3,3174,12.22222222,8.333333333,71.5,48.4089472,0,1394.393628
3/2/year 3,3174,15.55555556,7.222222222,57.5,48.4491807,0,1092.620742
3/3/year 3,4082,11.11111111,9.444444444,83,48.5618345,0.71,1098.450274
3/4/year 3,4082,13.88888889,8.888888889,69.5,48.5537878,0.04,1100.948644
3/5/year 3,4082,14.44444444,7.222222222,53.5,48.4733208,0,1075.132148
3/6/year 3,4082,15,6.111111111,55,48.4813675,0,1081.79447
3/7/year 3,4082,14.44444444,6.666666667,48.5,48.4813675,0,1100.115854
3/8/year 3,3174,16.11111111,6.666666667,51.5,48.4733208,0,1440.727046
3/9/year 3,3174,15.55555556,9.444444444,70,48.2802,1.46,1474.038654
3/10/year 3,4082,13.33333333,9.444444444,75.5,48.1514528,0,1483.199346
3/11/year 3,4082,11.11111111,8.333333333,80,48.3123868,1.57,1457.38285
3/12/year 3,4082,13.33333333,7.777777778,62.5,48.521601,0,1457.38285
3/13/year 3,4082,16.66666667,8.888888889,57,48.4733208,0,1500.68794
3/14/year 3,4082,16.66666667,8.888888889,56,48.3284802,0,1502.353521
3/15/year 3,3174,17.22222222,11.66666667,56.5,48.4009005,0,1492.360038
3/16/year 3,3174,20,11.66666667,53.5,48.4572274,0,1502.353521
3/17/year 3,4082,17.77777778,11.66666667,61,48.1755929,0.16,1482.290848
3/18/year 3,4082,16.66666667,11.11111111,70.5,48.3204335,0,1493.192829
3/19/year 3,4082,16.66666667,7.777777778,54,48.3204335,0,1494.858409
3/20/year 3,4082,18.88888889,9.444444444,54,48.1273127,0,1482.669389
3/21/year 3,4082,17.22222222,10,54,48.1273127,0,1489.861668
3/22/year 3,3174,18.88888889,10,57.5,48.038799,0,1496.523989
3/23/year 3,3174,18.88888889,10.55555556,58,48.1836396,0.04,1489.028878
3/24/year 3,4082,13.88888889,13.33333333,86,48.2641066,2.52,1477.369815
3/25/year 3,4082,17.77777778,12.77777778,76,48.3687137,0.47,1104.279805
3/26/year 3,4082,16.66666667,10.55555556,64,48.2641066,0,1120.935609
3/27/year 3,4082,18.88888889,11.66666667,60.5,48.2399665,0,1105.945386
3/28/year 3,4082,22.22222222,11.66666667,60.5,48.3687137,0.67,1115.106078
3/29/year 3,3174,17.77777778,11.66666667,63,48.3365269,0,1124.26677
3/30/year 3,3174,19.44444444,10,57,48.1836396,0,1110.109337
3/31/year 3,4082,20,9.444444444,47.5,48.1031726,0,1425.736822
4/1/year 3,4082,21.11111111,8.888888889,42.5,47.9180985,0,1430.127898
4/2/year 3,4082,17.77777778,12.77777778,75.5,48.0951259,0.24,1448.222158
4/3/year 3,4082,17.77777778,10,58.5,48.2802,0,1462.379591
4/4/year 3,4082,21.11111111,13.88888889,61,48.2399665,0.04,1458.21564
4/5/year 3,3174,22.22222222,14.44444444,56.5,48.1755929,0,1449.963446
4/6/year 3,3174,18.88888889,14.44444444,78.5,48.2238731,0.08,1489.861668
4/7/year 3,4082,19.44444444,12.22222222,58.5,48.2158264,0,1478.202605
4/8/year 3,4082,20,10.55555556,56.5,48.199733,0,1296.654341
4/9/year 3,4082,20,8.333333333,47.5,48.1916863,0,1272.503426
4/10/year 3,4082,22.22222222,8.333333333,42.5,48.1836396,0,1289.99202
4/11/year 3,4082,22.22222222,8.888888889,41,48.0790325,0,1112.607707
4/12/year 3,3174,23.88888889,11.11111111,41,48.0468457,0,1111.774917
4/13/year 3,3174,22.22222222,11.11111111,47,48.3284802,0,1106.778176
4/14/year 3,4082,22.22222222,11.11111111,45,48.2721533,0,1280.831328
4/15/year 3,4082,22.22222222,12.77777778,51.5,48.1916863,0,1293.171764
4/16/year 3,4082,21.66666667,12.22222222,56.5,48.0870792,0,1304.149453
4/17/year 3,4082,22.22222222,12.22222222,50.5,48.0227056,0,1311.644565
4/18/year 3,4082,17.77777778,13.33333333,68,48.2238731,0.08,1279.998537
4/19/year 3,3174,19.44444444,12.22222222,63,48.2962934,0,1293.323181
4/20/year 3,3174,21.11111111,11.11111111,54,48.2721533,0,1189.224406
4/21/year 3,4082,22.22222222,10.55555556,48,48.1916863,0,1282.496908
4/22/year 3,4082,23.33333333,11.66666667,45,48.2560599,0,1284.995279
4/23/year 3,4082,25,11.11111111,40.5,48.1112193,0,1456.55006
4/24/year 3,4082,26.11111111,11.11111111,40,47.9905188,0,1482.366556
4/25/year 3,4082,26.66666667,14.44444444,48.5,48.0548924,0,1294.988761
4/26/year 3,3174,25.55555556,12.77777778,40.5,48.0790325,0,1289.15923
4/27/year 3,3174,26.66666667,11.66666667,39.5,48.0709858,0,1281.664118
4/28/year 3,4082,27.22222222,12.22222222,39,47.958332,0,1266.673894
4/29/year 3,4082,28.88888889,12.77777778,36.5,47.877865,0,1259.178782
4/30/year 3,4082,30,12.77777778,34.5,47.8698183,0,1275.834586
5/1/year 3,4082,29.44444444,12.77777778,37,47.8134914,0,1419.074501
5/2/year 3,4082,31.11111111,13.33333333,31.5,47.7008376,0,1297.487132
5/3/year 3,3174,30,13.88888889,33,47.8376315,0,1494.025619
5/4/year 3,3174,28.33333333,14.44444444,47.5,47.8376315,0,1529.532765
5/5/year 3,4082,26.11111111,16.66666667,56,47.9341919,0,1508.183052
5/6/year 3,4082,27.77777778,17.22222222,54.5,48.0790325,0.16,1514.012584
5/7/year 3,4082,27.22222222,17.22222222,56,47.8939584,0,1529.002807
5/8/year 3,4082,25,16.11111111,59.5,48.0870792,0,1538.163499
5/9/year 3,4082,26.66666667,14.44444444,46.5,47.716931,0,1538.163499
5/10/year 3,3174,27.22222222,14.44444444,48,47.7652112,0,1550.655352
5/11/year 3,3174,25.55555556,14.44444444,49.5,47.9502853,0,1557.344172
5/12/year 3,4082,18.33333333,15.55555556,73.5,47.9905188,2.17,1573.140688
5/13/year 3,4082,20,15.55555556,67,48.0307523,0.79,1563.979996
5/14/year 3,4082,23.33333333,12.77777778,61,48.0468457,0,1569.809527
5/15/year 3,4082,23.33333333,11.66666667,45.5,47.9100518,0,1571.475107
5/16/year 3,4082,25,12.77777778,43.5,47.8295848,0,1582.30138
5/17/year 3,3174,25,14.44444444,50.5,48.0307523,0,1406.734064
5/18/year 3,3174,21.66666667,15,60,48.1353594,0.16,1542.32745
5/19/year 3,4082,25.55555556,15,52.5,48.0307523,0,1549.822562
5/20/year 3,4082,26.66666667,13.33333333,42.5,47.9744254,0,1557.317674
5/21/year 3,4082,26.66666667,12.77777778,41,47.8617716,0,1541.49466
5/22/year 3,4082,26.66666667,15,53.5,47.6766975,0,1549.595438
5/23/year 3,4082,27.77777778,12.77777778,42,47.7571645,0,1324.969208
5/24/year 3,3174,27.77777778,13.33333333,38.5,47.9261452,0,1355.782446
5/25/year 3,3174,28.88888889,12.22222222,35.5,47.9180985,0,1343.139176
5/26/year 3,4082,28.88888889,12.77777778,36,48.0468457,0,1329.965949
5/27/year 3,4082,30,13.88888889,38,47.9261452,0,1350.785704
5/28/year 3,4082,31.11111111,13.33333333,32,47.7330244,0,1355.782446
5/29/year 3,4082,32.77777778,13.88888889,30.5,47.6445107,0,1349.763644
5/30/year 3,4082,28.88888889,14.44444444,41,47.7732579,0.04,1333.29711
5/31/year 3,3174,28.33333333,16.11111111,42.5,47.7571645,0.24,1357.448026
6/1/year 3,3174,27.77777778,16.66666667,49,47.8859117,0,1511.514213
6/2/year 3,4082,29.44444444,15,41,47.9261452,0,1515.678164
6/3/year 3,4082,31.11111111,12.22222222,29,47.7088843,0,1542.32745
6/4/year 3,4082,32.22222222,14.44444444,32,47.6445107,0,1533.999548
6/5/year 3,4082,33.33333333,14.44444444,32.5,47.5479503,0,1554.819303
6/6/year 3,4082,33.33333333,14.44444444,30,47.5318569,0,1572.307898
6/7/year 3,3174,32.22222222,13.33333333,32.5,47.4192031,0,1544.825821
6/8/year 3,3174,33.33333333,13.33333333,30,47.3789696,0,1529.911306
6/9/year 3,4082,33.33333333,11.66666667,28.5,47.4031097,0,1529.835597
6/10/year 3,4082,33.33333333,10.55555556,22,47.5318569,0,1521.507695
6/11/year 3,4082,32.77777778,10.55555556,27,47.4192031,0,1540.66187
6/12/year 3,4082,32.22222222,10.55555556,23.5,47.4916234,0,1336.628271
6/13/year 3,4082,33.33333333,13.33333333,31.5,47.3548295,0,1345.788963
6/14/year 3,3174,35,17.77777778,30.5,47.2824092,0,1336.628271
6/15/year 3,3174,36.11111111,20.55555556,38,47.3306894,0,1341.625012
6/16/year 3,1963,36.11111111,20.55555556,41.5,47.3628762,0,1361.460561
6/17/year 3,1963,36.66666667,19.44444444,36.5,47.3709229,0,1548.989772
6/18/year 3,1963,30,20,52.5,47.4031097,0,1528.056455
6/19/year 3,1963,32.22222222,20,46,47.3870163,0,1538.99629
6/20/year 3,1963,33.33333333,19.44444444,42,47.555997,0,1549.822562
6/21/year 3,1665,32.22222222,17.22222222,35.5,47.395063,0.04,1564.812786
6/22/year 3,1665,30,17.77777778,52,47.5157635,0.63,1564.812786
6/23/year 3,1963,28.33333333,18.33333333,52,47.5077168,0,1548.989772
6/24/year 3,1963,30,18.33333333,49,47.3709229,0,1540.66187
6/25/year 3,1963,28.33333333,18.88888889,54.5,47.5238102,0.16,1333.29711
6/26/year 3,1963,30,18.88888889,52.5,47.6847442,0,1108.140923
6/27/year 3,1963,32.22222222,19.44444444,43.5,47.6686508,0,1172.568602
6/28/year 3,1665,35.55555556,21.11111111,41.5,47.5238102,0,1155.080007
6/29/year 3,1665,32.22222222,20.55555556,45,47.5157635,0,1178.398133
6/30/year 3,1963,32.77777778,21.11111111,44,47.4674833,0,1189.224406
7/1/year 3,1963,27.77777778,20.55555556,62.5,47.6525574,0,1170.070231
7/2/year 3,1963,29.44444444,22.22222222,60,47.6847442,0,1315.808516
7/3/year 3,1963,28.88888889,21.66666667,59,47.5238102,0,1362.444767
7/4/year 3,1963,30,19.44444444,50.5,47.47553,0,1373.159818
7/5/year 3,1665,33.33333333,20,48,47.6123239,0,1561.481625
7/6/year 3,1665,31.11111111,17.77777778,43.5,47.6606041,0,1566.478366
7/7/year 3,1963,32.22222222,17.77777778,40.5,47.555997,0,1561.481625
7/8/year 3,1963,34.44444444,18.88888889,35,47.4272498,0,1551.488143
7/9/year 3,1963,32.22222222,18.88888889,50,47.4513899,0.94,1508.183052
7/10/year 3,1963,31.11111111,21.11111111,52.5,47.4916234,0,1364.110348
7/11/year 3,1963,34.44444444,23.33333333,49,47.3870163,0,1362.444767
7/12/year 3,1665,34.44444444,22.22222222,47.5,47.3870163,0,1380.766152
7/13/year 3,1665,34.44444444,22.77777778,47,47.4031097,0,1350.785704
7/14/year 3,1963,35,22.77777778,46.5,47.4192031,0,1166.73907
7/15/year 3,1963,31.66666667,23.33333333,59,47.395063,0.04,1179.230923
7/16/year 3,1963,26.66666667,23.33333333,74.5,47.4674833,0.31,1359.113606
7/17/year 3,1963,26.66666667,22.77777778,72,47.4674833,0.31,1388.261263
7/18/year 3,1963,30,22.22222222,58.5,47.3870163,0,1533.166758
7/19/year 3,1665,26.11111111,21.11111111,70,47.395063,1.46,1519.009325
7/20/year 3,1665,29.44444444,21.66666667,54,47.4433432,0,1533.166758
7/21/year 3,1963,32.22222222,23.88888889,57.5,47.4674833,0,1538.163499
7/22/year 3,1963,33.88888889,25.55555556,59.5,47.4352965,0,1531.501178
7/23/year 3,1963,32.22222222,26.11111111,66,47.4674833,0,1534.832339
7/24/year 3,1963,26.66666667,25,87,47.5962305,0.75,1543.993031
7/25/year 3,1963,25.55555556,24.44444444,89.5,47.8698183,2.4,1512.347003
7/26/year 3,1665,27.22222222,24.44444444,84,47.8617716,0.31,1524.006066
7/27/year 3,1665,27.77777778,25,81.5,47.7410711,2.56,1317.474096
7/28/year 3,1963,27.77777778,25,77.5,47.636464,2.52,1138.424203
7/29/year 3,1963,27.77777778,24.44444444,84,47.6525574,0.16,1156.745588
7/30/year 3,1963,30,25,74.5,47.6847442,0,1144.253735
7/31/year 3,1963,31.11111111,25,68,47.8054447,0,1140.089784
8/1/year 3,1963,27.77777778,23.88888889,74.5,47.636464,0.91,1125.09956
8/2/year 3,1665,31.11111111,23.88888889,61.5,47.4916234,0,1135.093043
8/3/year 3,1665,31.11111111,23.88888889,61,47.3709229,0,1062.791712
8/4/year 3,1963,32.22222222,23.88888889,55.5,47.3306894,0,1321.638047
8/5/year 3,1963,31.11111111,25,67,47.4594366,0,1487.363297
8/6/year 3,1963,31.11111111,25,64,47.4513899,0.08,1521.507695
8/7/year 3,1963,30.55555556,24.44444444,67,47.5077168,0,1509.848633
8/8/year 3,1963,27.22222222,25,83,47.5962305,0.28,1516.510954
8/9/year 3,1665,25.55555556,22.22222222,77.5,47.7571645,0.94,1497.35678
8/10/year 3,1665,28.88888889,23.33333333,67.5,47.5318569,0,1529.002807
8/11/year 3,1963,31.11111111,24.44444444,61.5,47.5801371,0,1549.822562
8/12/year 3,1963,30,24.44444444,71,47.5881838,0,1339.126642
8/13/year 3,1963,31.11111111,25,70.5,47.47553,0,1346.621753
8/14/year 3,1963,31.11111111,26.11111111,77.5,47.395063,0.2,1160.909539
8/15/year 3,1963,28.33333333,24.44444444,76.5,47.5479503,1.81,1139.256994
8/16/year 3,1665,24.44444444,20,72,47.7652112,0,1149.250476
8/17/year 3,1665,26.11111111,18.88888889,59.5,47.8376315,0,1498.18957
8/18/year 3,1963,30,20.55555556,61.5,47.9020051,0,1501.596439
8/19/year 3,1963,28.88888889,22.77777778,64.5,47.9020051,0,1472.373074
8/20/year 3,1963,30,23.33333333,66.5,47.7249777,0,1402.418697
8/21/year 3,1963,31.11111111,23.88888889,60,47.6606041,0,1264.175524
8/22/year 3,1963,27.77777778,21.66666667,71,47.8215381,1.85,1260.011573
8/23/year 3,1665,26.66666667,20.55555556,70,47.877865,1.89,1254.182041
8/24/year 3,1665,30,22.22222222,65,47.8134914,0,1233.362286
8/25/year 3,1963,28.88888889,22.22222222,66.5,47.8134914,0,1261.677153
8/26/year 3,1963,27.77777778,21.11111111,64.5,47.797398,0,1150.916056
8/27/year 3,1963,28.88888889,19.44444444,55.5,47.7893513,0,1344.956173
8/28/year 3,1963,26.66666667,19.44444444,59.5,47.9824721,0,1334.886982
8/29/year 3,1963,28.88888889,21.66666667,63,47.9502853,0,1334.1299
8/30/year 3,1665,28.88888889,20.55555556,53.5,47.8376315,0,1310.811775
8/31/year 3,1665,28.88888889,20,57.5,47.716931,0,1291.6576
9/1/year 3,4082,25.55555556,20.55555556,64,47.8617716,0.35,1331.63153
9/2/year 3,4082,25.55555556,20.55555556,71,47.9502853,0,1319.139677
9/3/year 3,4082,25.55555556,21.11111111,77.5,47.9020051,0,1291.6576
9/4/year 3,4082,21.11111111,20,89,47.7410711,5.08,1484.032136
9/5/year 3,4082,21.66666667,20,90,47.6686508,1.73,1509.015842
9/6/year 3,3174,25,20.55555556,74,47.7491178,0,1518.176535
9/7/year 3,3174,26.66666667,22.77777778,73,47.8617716,0,1488.196087
9/8/year 3,4082,28.33333333,21.66666667,59.5,47.8617716,0.24,1475.704234
9/9/year 3,4082,27.77777778,21.66666667,67.5,47.8134914,0,1444.890997
9/10/year 3,4082,28.88888889,21.66666667,66,47.8939584,0,1315.808516
9/11/year 3,4082,27.77777778,22.22222222,67,47.8939584,0.24,1471.540283
9/12/year 3,4082,25.55555556,19.44444444,67.5,47.9261452,0,1236.693447
9/13/year 3,3174,27.77777778,20.55555556,59,47.9663787,0,1168.404651
9/14/year 3,3174,25,18.88888889,64.5,47.9744254,1.06,1131.761882
9/15/year 3,4082,26.11111111,17.22222222,59,47.9261452,0,1120.935609
9/16/year 3,4082,26.66666667,20.55555556,63,47.8295848,0,1141.755364
9/17/year 3,4082,28.88888889,22.22222222,68,47.8134914,0,1299.152712
9/18/year 3,4082,28.88888889,22.22222222,64,47.8215381,0,1327.240454
9/19/year 3,4082,30,23.33333333,64.5,47.8215381,0,1281.664118
9/20/year 3,3174,30,23.33333333,63,47.7571645,0,1311.644565
9/21/year 3,3174,24.44444444,18.88888889,66,47.8456782,0,1404.917067
9/22/year 3,4082,28.33333333,21.11111111,60.5,47.8456782,0,1444.890997
9/23/year 3,4082,28.88888889,22.22222222,62.5,47.797398,0,1142.285322
9/24/year 3,4082,26.11111111,21.66666667,73.5,47.9180985,0.04,1445.648079
9/25/year 3,4082,26.11111111,17.22222222,56,48.038799,0,1460.714011
9/26/year 3,4082,25.55555556,17.22222222,59.5,48.0146589,0,1464.877962
9/27/year 3,3174,26.66666667,20.55555556,61,48.0548924,0,1430.733564
9/28/year 3,3174,28.33333333,20,57.5,48.2560599,0,1430.449616
9/29/year 3,4082,27.77777778,21.11111111,65.5,48.0227056,0,1475.704234
9/30/year 3,4082,27.77777778,22.22222222,66,48.0548924,0,1480.700976
10/1/year 3,4082,27.22222222,21.66666667,75.5,48.119266,0.04,1285.828069
10/2/year 3,4082,27.77777778,22.77777778,68.5,48.0870792,0,1298.319922
10/3/year 3,4082,27.77777778,22.22222222,66,47.9744254,0,1289.15923
10/4/year 3,3174,28.88888889,22.77777778,70,48.0790325,0,1296.654341
10/5/year 3,3174,27.77777778,22.22222222,68.5,48.1755929,0,1321.638047
10/6/year 3,4082,28.88888889,19.44444444,59.5,48.1916863,0,1314.975726
10/7/year 3,4082,26.66666667,19.44444444,64,48.1353594,0.2,1302.483873
10/8/year 3,4082,24.44444444,16.11111111,58.5,48.2641066,0,1297.56284
10/9/year 3,4082,24.44444444,16.11111111,59.5,48.2319198,0,1425.736822
10/10/year 3,4082,24.44444444,15.55555556,58.5,48.0870792,0,1486.379091
10/11/year 3,3174,23.88888889,14.44444444,53.5,48.0790325,0,1491.527248
10/12/year 3,3174,25.55555556,13.88888889,46.5,48.1112193,0,1453.218899
10/13/year 3,4082,20,11.66666667,49.5,48.2962934,0,1459.04843
10/14/year 3,4082,16.66666667,13.88888889,78,48.2882467,0.43,1457.38285
10/15/year 3,4082,20,12.77777778,58,48.4169939,0,1439.894256
10/16/year 3,4082,21.11111111,13.88888889,61.5,48.3204335,0,1474.871444
10/17/year 3,4082,21.66666667,13.33333333,58,48.2962934,0,1479.035395
10/18/year 3,3174,21.11111111,12.22222222,54,48.2721533,0,1499.02236
10/19/year 3,3174,20,14.44444444,67,48.2641066,0,1439.894256
10/20/year 3,4082,22.77777778,14.44444444,55.5,48.2802,0,1346.621753
10/21/year 3,4082,22.77777778,15.55555556,60.5,48.3123868,0,1323.303628
10/22/year 3,4082,22.77777778,15.55555556,62.5,48.3767604,0,1332.46432
10/23/year 3,4082,23.33333333,16.11111111,60.5,48.2560599,0.39,1326.634789
10/24/year 3,4082,19.44444444,15,75.5,48.360667,0.24,1334.1299
10/25/year 3,3174,21.11111111,14.44444444,61,48.2399665,0,1331.63153
10/26/year 3,3174,22.22222222,15.55555556,62.5,48.4089472,0,1315.808516
10/27/year 3,4082,22.22222222,16.11111111,72,48.3284802,0,1306.647824
10/28/year 3,4082,21.11111111,15.55555556,69,48.2802,0,1297.335715
10/29/year 3,4082,20,13.33333333,63.5,48.3445736,0,1343.290593
10/30/year 3,4082,18.88888889,12.22222222,62,48.3204335,0,1489.028878
10/31/year 3,4082,20,12.22222222,61,48.360667,0,1501.520731
11/1/year 3,3174,18.88888889,10.55555556,55.5,48.3526203,0,1487.363297
11/2/year 3,3174,17.77777778,10,57,48.3526203,0.04,1484.032136
11/3/year 3,4082,17.77777778,12.77777778,69,48.4009005,0,1497.35678
11/4/year 3,4082,18.88888889,12.22222222,64,48.2962934,0,1520.90203
11/5/year 3,4082,18.88888889,11.66666667,55,48.2158264,0,1524.006066
11/6/year 3,4082,20,12.77777778,58.5,48.2399665,0.16,1514.845374
11/7/year 3,4082,18.88888889,14.44444444,72.5,48.2962934,0,1468.209123
11/8/year 3,3174,18.33333333,11.66666667,61,48.4652741,0,1478.126897
11/9/year 3,3174,18.88888889,10,56,48.521601,0,1491.602956
11/10/year 3,4082,17.77777778,10,58,48.360667,0,1147.584896
11/11/year 3,4082,17.77777778,8.333333333,58,48.3445736,0,886.0887728
11/12/year 3,4082,16.11111111,7.777777778,58,48.4733208,0,700.3765582
11/13/year 3,4082,16.66666667,7.222222222,55,48.441134,0,702.0421386
11/14/year 3,4082,16.66666667,7.222222222,50.5,48.4572274,0,707.87167
11/15/year 3,3174,15,5.555555556,50,48.3526203,0,695.379817
11/16/year 3,3174,16.11111111,5.555555556,51.5,48.4169939,0,687.8847052
11/17/year 3,4082,16.11111111,6.111111111,54,48.441134,0,934.3148962
11/18/year 3,4082,16.66666667,7.222222222,54,48.4733208,0,1858.63631
11/19/year 3,4082,16.11111111,7.222222222,53.5,48.4813675,0,877.7608708
11/20/year 3,4082,16.66666667,7.777777778,58,48.360667,0,867.7673884
11/21/year 3,4082,15.55555556,7.222222222,54,48.3284802,0,886.0887728
